affix	stem	stemPOS	derived	derivedPOS	type	relatedness_score	relatedness_class	quality_score	quality_class
-ion	ventilate	v	ventilation	n	train	NA	NA	NA	NA
-ion	diffuse	v	diffusion	n	train	NA	NA	NA	NA
-ion	detonate	v	detonation	n	train	NA	NA	NA	NA
-ion	exterminate	v	extermination	n	train	NA	NA	NA	NA
-ion	digest	v	digestion	n	train	NA	NA	NA	NA
-ion	simulate	v	simulation	n	train	NA	NA	NA	NA
-ion	elect	v	election	n	train	NA	NA	NA	NA
-ion	act	v	action	n	train	NA	NA	NA	NA
-ion	pollute	v	pollution	n	train	NA	NA	NA	NA
-ion	devastate	v	devastation	n	train	NA	NA	NA	NA
-ion	approximate	v	approximation	n	train	NA	NA	NA	NA
-ion	genuflect	v	genuflection	n	train	NA	NA	NA	NA
-ion	proscribe	v	proscription	n	train	NA	NA	NA	NA
-ion	cooperate	v	cooperation	n	train	NA	NA	NA	NA
-ion	protract	v	protraction	n	train	NA	NA	NA	NA
-ion	erect	v	erection	n	train	NA	NA	NA	NA
-ion	delete	v	deletion	n	train	NA	NA	NA	NA
-ion	interpolate	v	interpolation	n	train	NA	NA	NA	NA
-ion	decapitate	v	decapitation	n	train	NA	NA	NA	NA
-ion	coerce	v	coercion	n	train	NA	NA	NA	NA
-ion	reunite	v	reunion	n	train	NA	NA	NA	NA
-ion	generate	v	generation	n	train	NA	NA	NA	NA
-ion	insinuate	v	insinuation	n	train	NA	NA	NA	NA
-ion	divide	v	division	n	train	NA	NA	NA	NA
-ion	constitute	v	constitution	n	train	NA	NA	NA	NA
-ion	decline	v	declension	n	train	NA	NA	NA	NA
-ion	absorb	v	absorption	n	train	NA	NA	NA	NA
-ion	appreciate	v	appreciation	n	train	NA	NA	NA	NA
-ion	jubilate	v	jubilation	n	train	NA	NA	NA	NA
-ion	subject	v	subjection	n	train	NA	NA	NA	NA
-ion	adulterate	v	adulteration	n	train	NA	NA	NA	NA
-ion	alliterate	v	alliteration	n	train	NA	NA	NA	NA
-ion	protect	v	protection	n	train	NA	NA	NA	NA
-ion	deduce	v	deduction	n	train	NA	NA	NA	NA
-ion	vacate	v	vacation	n	train	NA	NA	NA	NA
-ion	corroborate	v	corroboration	n	train	NA	NA	NA	NA
-ion	assert	v	assertion	n	train	NA	NA	NA	NA
-ion	intercede	v	intercession	n	train	NA	NA	NA	NA
-ion	redistribute	v	redistribution	n	train	NA	NA	NA	NA
-ion	locate	v	location	n	train	NA	NA	NA	NA
-ion	fulminate	v	fulmination	n	train	NA	NA	NA	NA
-ion	accede	v	accession	n	train	NA	NA	NA	NA
-ion	strangulate	v	strangulation	n	train	NA	NA	NA	NA
-ion	reflate	v	reflation	n	train	NA	NA	NA	NA
-ion	rotate	v	rotation	n	train	NA	NA	NA	NA
-ion	reticulate	v	reticulation	n	train	NA	NA	NA	NA
-ion	acclimate	v	acclimation	n	train	NA	NA	NA	NA
-ion	transmigrate	v	transmigration	n	train	NA	NA	NA	NA
-ion	alternate	v	alternation	n	train	NA	NA	NA	NA
-ion	digress	v	digression	n	train	NA	NA	NA	NA
-ion	decimate	v	decimation	n	train	NA	NA	NA	NA
-ion	mutilate	v	mutilation	n	train	NA	NA	NA	NA
-ion	dissatisfy	v	dissatisfaction	n	train	NA	NA	NA	NA
-ion	prosecute	v	prosecution	n	train	NA	NA	NA	NA
-ion	enunciate	v	enunciation	n	train	NA	NA	NA	NA
-ion	introduce	v	introduction	n	train	NA	NA	NA	NA
-ion	recapitulate	v	recapitulation	n	train	NA	NA	NA	NA
-ion	chlorinate	v	chlorination	n	train	NA	NA	NA	NA
-ion	accumulate	v	accumulation	n	train	NA	NA	NA	NA
-ion	ululate	v	ululation	n	train	NA	NA	NA	NA
-ion	deplete	v	depletion	n	train	NA	NA	NA	NA
-ion	bisect	v	bisection	n	train	NA	NA	NA	NA
-ion	congest	v	congestion	n	train	NA	NA	NA	NA
-ion	misdirect	v	misdirection	n	train	NA	NA	NA	NA
-ion	exempt	v	exemption	n	train	NA	NA	NA	NA
-ion	alienate	v	alienation	n	train	NA	NA	NA	NA
-ion	liquidate	v	liquidation	n	train	NA	NA	NA	NA
-ion	seduce	v	seduction	n	train	NA	NA	NA	NA
-ion	litigate	v	litigation	n	train	NA	NA	NA	NA
-ion	liberate	v	liberation	n	train	NA	NA	NA	NA
-ion	exonerate	v	exoneration	n	train	NA	NA	NA	NA
-ion	dilate	v	dilation	n	train	NA	NA	NA	NA
-ion	delude	v	delusion	n	train	NA	NA	NA	NA
-ion	liquefy	v	liquefaction	n	train	NA	NA	NA	NA
-ion	resuscitate	v	resuscitation	n	train	NA	NA	NA	NA
-ion	prohibit	v	prohibition	n	train	NA	NA	NA	NA
-ion	immolate	v	immolation	n	train	NA	NA	NA	NA
-ion	adulate	v	adulation	n	train	NA	NA	NA	NA
-ion	redact	v	redaction	n	train	NA	NA	NA	NA
-ion	populate	v	population	n	train	NA	NA	NA	NA
-ion	exclude	v	exclusion	n	train	NA	NA	NA	NA
-ion	gyrate	v	gyration	n	train	NA	NA	NA	NA
-ion	secrete	v	secretion	n	train	NA	NA	NA	NA
-ion	intermit	v	intermission	n	train	NA	NA	NA	NA
-ion	divert	v	diversion	n	train	NA	NA	NA	NA
-ion	contemplate	v	contemplation	n	train	NA	NA	NA	NA
-ion	elate	v	elation	n	train	NA	NA	NA	NA
-ion	orchestrate	v	orchestration	n	train	NA	NA	NA	NA
-ion	mitigate	v	mitigation	n	train	NA	NA	NA	NA
-ion	differentiate	v	differentiation	n	train	NA	NA	NA	NA
-ion	moderate	v	moderation	n	train	NA	NA	NA	NA
-ion	suppress	v	suppression	n	train	NA	NA	NA	NA
-ion	prognosticate	v	prognostication	n	train	NA	NA	NA	NA
-ion	reeducate	v	reeducation	n	train	NA	NA	NA	NA
-ion	desalinate	v	desalination	n	train	NA	NA	NA	NA
-ion	desolate	v	desolation	n	train	NA	NA	NA	NA
-ion	denigrate	v	denigration	n	train	NA	NA	NA	NA
-ion	reiterate	v	reiteration	n	train	NA	NA	NA	NA
-ion	disrupt	v	disruption	n	train	NA	NA	NA	NA
-ion	evade	v	evasion	n	train	NA	NA	NA	NA
-ion	domesticate	v	domestication	n	train	NA	NA	NA	NA
-ion	transliterate	v	transliteration	n	train	NA	NA	NA	NA
-ion	masturbate	v	masturbation	n	train	NA	NA	NA	NA
-ion	rarefy	v	rarefaction	n	train	NA	NA	NA	NA
-ion	agitate	v	agitation	n	train	NA	NA	NA	NA
-ion	intimate	v	intimation	n	train	NA	NA	NA	NA
-ion	operate	v	operation	n	train	NA	NA	NA	NA
-ion	supersede	v	supersession	n	train	NA	NA	NA	NA
-ion	institute	v	institution	n	train	NA	NA	NA	NA
-ion	accentuate	v	accentuation	n	train	NA	NA	NA	NA
-ion	deflect	v	deflection	n	train	NA	NA	NA	NA
-ion	fornicate	v	fornication	n	train	NA	NA	NA	NA
-ion	legislate	v	legislation	n	train	NA	NA	NA	NA
-ion	collide	v	collision	n	train	NA	NA	NA	NA
-ion	reincarnate	v	reincarnation	n	train	NA	NA	NA	NA
-ion	syndicate	v	syndication	n	train	NA	NA	NA	NA
-ion	depopulate	v	depopulation	n	train	NA	NA	NA	NA
-ion	castigate	v	castigation	n	train	NA	NA	NA	NA
-ion	interject	v	interjection	n	train	NA	NA	NA	NA
-ion	iterate	v	iteration	n	train	NA	NA	NA	NA
-ion	delineate	v	delineation	n	train	NA	NA	NA	NA
-ion	inoculate	v	inoculation	n	train	NA	NA	NA	NA
-ion	disseminate	v	dissemination	n	train	NA	NA	NA	NA
-ion	indoctrinate	v	indoctrination	n	train	NA	NA	NA	NA
-ion	inscribe	v	inscription	n	train	NA	NA	NA	NA
-ion	protrude	v	protrusion	n	train	NA	NA	NA	NA
-ion	circumnavigate	v	circumnavigation	n	train	NA	NA	NA	NA
-ion	object	v	objection	n	train	NA	NA	NA	NA
-ion	select	v	selection	n	train	NA	NA	NA	NA
-ion	prevent	v	prevention	n	train	NA	NA	NA	NA
-ion	desegregate	v	desegregation	n	train	NA	NA	NA	NA
-ion	condescend	v	condescension	n	train	NA	NA	NA	NA
-ion	stupefy	v	stupefaction	n	train	NA	NA	NA	NA
-ion	emulate	v	emulation	n	train	NA	NA	NA	NA
-ion	immigrate	v	immigration	n	train	NA	NA	NA	NA
-ion	dissent	v	dissension	n	train	NA	NA	NA	NA
-ion	elongate	v	elongation	n	train	NA	NA	NA	NA
-ion	masticate	v	mastication	n	train	NA	NA	NA	NA
-ion	vegetate	v	vegetation	n	train	NA	NA	NA	NA
-ion	levitate	v	levitation	n	train	NA	NA	NA	NA
-ion	fascinate	v	fascination	n	train	NA	NA	NA	NA
-ion	exculpate	v	exculpation	n	train	NA	NA	NA	NA
-ion	exact	v	exaction	n	train	NA	NA	NA	NA
-ion	defect	v	defection	n	train	NA	NA	NA	NA
-ion	evacuate	v	evacuation	n	train	NA	NA	NA	NA
-ion	aerate	v	aeration	n	train	NA	NA	NA	NA
-ion	decorate	v	decoration	n	train	NA	NA	NA	NA
-ion	subdivide	v	subdivision	n	train	NA	NA	NA	NA
-ion	irrigate	v	irrigation	n	train	NA	NA	NA	NA
-ion	progress	v	progression	n	train	NA	NA	NA	NA
-ion	rehabilitate	v	rehabilitation	n	train	NA	NA	NA	NA
-ion	audit	v	audition	n	train	NA	NA	NA	NA
-ion	flagellate	v	flagellation	n	train	NA	NA	NA	NA
-ion	disintegrate	v	disintegration	n	train	NA	NA	NA	NA
-ion	repossess	v	repossession	n	train	NA	NA	NA	NA
-ion	alleviate	v	alleviation	n	train	NA	NA	NA	NA
-ion	convert	v	conversion	n	train	NA	NA	NA	NA
-ion	elevate	v	elevation	n	train	NA	NA	NA	NA
-ion	palpitate	v	palpitation	n	train	NA	NA	NA	NA
-ity	able	j	ability	n	train	NA	NA	NA	NA
-ity	secure	j	security	n	train	NA	NA	NA	NA
-ity	acceptable	j	acceptability	n	train	NA	NA	NA	NA
-ity	fecund	j	fecundity	n	train	NA	NA	NA	NA
-ity	radioactive	j	radioactivity	n	train	NA	NA	NA	NA
-ity	confidential	j	confidentiality	n	train	NA	NA	NA	NA
-ity	topical	j	topicality	n	train	NA	NA	NA	NA
-ity	infallible	j	infallibility	n	train	NA	NA	NA	NA
-ity	culpable	j	culpability	n	train	NA	NA	NA	NA
-ity	atonal	j	atonality	n	train	NA	NA	NA	NA
-ity	technical	j	technicality	n	train	NA	NA	NA	NA
-ity	malign	j	malignity	n	train	NA	NA	NA	NA
-ity	capillary	j	capillarity	n	train	NA	NA	NA	NA
-ity	maternal	j	maternity	n	train	NA	NA	NA	NA
-ity	author	j	authority	n	train	NA	NA	NA	NA
-ity	impracticable	j	impracticability	n	train	NA	NA	NA	NA
-ity	punctual	j	punctuality	n	train	NA	NA	NA	NA
-ity	electric	j	electricity	n	train	NA	NA	NA	NA
-ity	insensitive	j	insensitivity	n	train	NA	NA	NA	NA
-ity	contiguous	j	contiguity	n	train	NA	NA	NA	NA
-ity	curious	j	curiosity	n	train	NA	NA	NA	NA
-ity	masculine	j	masculinity	n	train	NA	NA	NA	NA
-ity	monstrous	j	monstrosity	n	train	NA	NA	NA	NA
-ity	incapable	j	incapability	n	train	NA	NA	NA	NA
-ity	prior	j	priority	n	train	NA	NA	NA	NA
-ity	peculiar	j	peculiarity	n	train	NA	NA	NA	NA
-ity	toxic	j	toxicity	n	train	NA	NA	NA	NA
-ity	inhuman	j	inhumanity	n	train	NA	NA	NA	NA
-ity	civil	j	civility	n	train	NA	NA	NA	NA
-ity	sane	j	sanity	n	train	NA	NA	NA	NA
-ity	agile	j	agility	n	train	NA	NA	NA	NA
-ity	prosperous	j	prosperity	n	train	NA	NA	NA	NA
-ity	magnanimous	j	magnanimity	n	train	NA	NA	NA	NA
-ity	manageable	j	manageability	n	train	NA	NA	NA	NA
-ity	hilarious	j	hilarity	n	train	NA	NA	NA	NA
-ity	avid	j	avidity	n	train	NA	NA	NA	NA
-ity	available	j	availability	n	train	NA	NA	NA	NA
-ity	incomprehensible	j	incomprehensibility	n	train	NA	NA	NA	NA
-ity	brutal	j	brutality	n	train	NA	NA	NA	NA
-ity	immense	j	immensity	n	train	NA	NA	NA	NA
-ity	sentimental	j	sentimentality	n	train	NA	NA	NA	NA
-ity	inaudible	j	inaudibility	n	train	NA	NA	NA	NA
-ity	genial	j	geniality	n	train	NA	NA	NA	NA
-ity	dependable	j	dependability	n	train	NA	NA	NA	NA
-ity	feminine	j	femininity	n	train	NA	NA	NA	NA
-ity	oblique	j	obliquity	n	train	NA	NA	NA	NA
-ity	barbarous	j	barbarity	n	train	NA	NA	NA	NA
-ity	luminous	j	luminosity	n	train	NA	NA	NA	NA
-ity	selective	j	selectivity	n	train	NA	NA	NA	NA
-ity	imbecile	j	imbecility	n	train	NA	NA	NA	NA
-ity	ineffable	j	ineffability	n	train	NA	NA	NA	NA
-ity	principal	j	principality	n	train	NA	NA	NA	NA
-ity	specific	j	specificity	n	train	NA	NA	NA	NA
-ity	futile	j	futility	n	train	NA	NA	NA	NA
-ity	superficial	j	superficiality	n	train	NA	NA	NA	NA
-ity	genteel	j	gentility	n	train	NA	NA	NA	NA
-ity	bellicose	j	bellicosity	n	train	NA	NA	NA	NA
-ity	immobile	j	immobility	n	train	NA	NA	NA	NA
-ity	virile	j	virility	n	train	NA	NA	NA	NA
-ity	porous	j	porosity	n	train	NA	NA	NA	NA
-ity	minor	j	minority	n	train	NA	NA	NA	NA
-ity	viscous	j	viscosity	n	train	NA	NA	NA	NA
-ity	bisexual	j	bisexuality	n	train	NA	NA	NA	NA
-ity	immoral	j	immorality	n	train	NA	NA	NA	NA
-ity	complex	j	complexity	n	train	NA	NA	NA	NA
-ity	credulous	j	credulity	n	train	NA	NA	NA	NA
-ity	veracious	j	veracity	n	train	NA	NA	NA	NA
-ity	urbane	j	urbanity	n	train	NA	NA	NA	NA
-ity	infertile	j	infertility	n	train	NA	NA	NA	NA
-ity	fatal	j	fatality	n	train	NA	NA	NA	NA
-ity	humble	j	humility	n	train	NA	NA	NA	NA
-ity	jolly	j	jollity	n	train	NA	NA	NA	NA
-ity	indispensable	j	indispensability	n	train	NA	NA	NA	NA
-ity	pure	j	purity	n	train	NA	NA	NA	NA
-ity	plausible	j	plausibility	n	train	NA	NA	NA	NA
-ity	versatile	j	versatility	n	train	NA	NA	NA	NA
-ity	benign	j	benignity	n	train	NA	NA	NA	NA
-ity	illegal	j	illegality	n	train	NA	NA	NA	NA
-ity	illegible	j	illegibility	n	train	NA	NA	NA	NA
-ity	normal	j	normality	n	train	NA	NA	NA	NA
-ity	indivisible	j	indivisibility	n	train	NA	NA	NA	NA
-ity	popular	j	popularity	n	train	NA	NA	NA	NA
-ity	vital	j	vitality	n	train	NA	NA	NA	NA
-ity	adverse	j	adversity	n	train	NA	NA	NA	NA
-ity	relative	j	relativity	n	train	NA	NA	NA	NA
-ity	annual	j	annuity	n	train	NA	NA	NA	NA
-ity	respectable	j	respectability	n	train	NA	NA	NA	NA
-ity	infirm	j	infirmity	n	train	NA	NA	NA	NA
-ity	acerbic	j	acerbity	n	train	NA	NA	NA	NA
-ity	feasible	j	feasibility	n	train	NA	NA	NA	NA
-ity	original	j	originality	n	train	NA	NA	NA	NA
-ity	crude	j	crudity	n	train	NA	NA	NA	NA
-ity	responsible	j	responsibility	n	train	NA	NA	NA	NA
-ity	immortal	j	immortality	n	train	NA	NA	NA	NA
-ity	manoeuvrable	j	manoeuvrability	n	train	NA	NA	NA	NA
-ity	mutable	j	mutability	n	train	NA	NA	NA	NA
-ity	congruous	j	congruity	n	train	NA	NA	NA	NA
-ity	corruptible	j	corruptibility	n	train	NA	NA	NA	NA
-ity	turgid	j	turgidity	n	train	NA	NA	NA	NA
-ity	sexual	j	sexuality	n	train	NA	NA	NA	NA
-ity	sensitive	j	sensitivity	n	train	NA	NA	NA	NA
-ity	practicable	j	practicability	n	train	NA	NA	NA	NA
-ity	practical	j	practicality	n	train	NA	NA	NA	NA
-ity	individual	j	individuality	n	train	NA	NA	NA	NA
-ity	false	j	falsity	n	train	NA	NA	NA	NA
-ity	inferior	j	inferiority	n	train	NA	NA	NA	NA
-ity	fragile	j	fragility	n	train	NA	NA	NA	NA
-ity	municipal	j	municipality	n	train	NA	NA	NA	NA
-ity	intractable	j	intractability	n	train	NA	NA	NA	NA
-ity	fertile	j	fertility	n	train	NA	NA	NA	NA
-ity	bestial	j	bestiality	n	train	NA	NA	NA	NA
-ity	reliable	j	reliability	n	train	NA	NA	NA	NA
-ity	spiritual	j	spirituality	n	train	NA	NA	NA	NA
-ity	acid	j	acidity	n	train	NA	NA	NA	NA
-ity	major	j	majority	n	train	NA	NA	NA	NA
-ity	affine	j	affinity	n	train	NA	NA	NA	NA
-ity	eternal	j	eternity	n	train	NA	NA	NA	NA
-ity	immune	j	immunity	n	train	NA	NA	NA	NA
-ity	partial	j	partiality	n	train	NA	NA	NA	NA
-ity	vacuous	j	vacuity	n	train	NA	NA	NA	NA
-ity	frigid	j	frigidity	n	train	NA	NA	NA	NA
-ity	inaccessible	j	inaccessibility	n	train	NA	NA	NA	NA
-ity	conventional	j	conventionality	n	train	NA	NA	NA	NA
-ity	suave	j	suavity	n	train	NA	NA	NA	NA
-ity	virtuoso	j	virtuosity	n	train	NA	NA	NA	NA
-ity	visible	j	visibility	n	train	NA	NA	NA	NA
-ity	liquid	j	liquidity	n	train	NA	NA	NA	NA
-ity	predictable	j	predictability	n	train	NA	NA	NA	NA
-ity	nude	j	nudity	n	train	NA	NA	NA	NA
-ity	sinuous	j	sinuosity	n	train	NA	NA	NA	NA
-ity	interchangeable	j	interchangeability	n	train	NA	NA	NA	NA
-ity	mature	j	maturity	n	train	NA	NA	NA	NA
-ity	equal	j	equality	n	train	NA	NA	NA	NA
-ity	acute	j	acuity	n	train	NA	NA	NA	NA
-ity	eligible	j	eligibility	n	train	NA	NA	NA	NA
-ity	audacious	j	audacity	n	train	NA	NA	NA	NA
-ity	banal	j	banality	n	train	NA	NA	NA	NA
-ity	fatuous	j	fatuity	n	train	NA	NA	NA	NA
-ity	taciturn	j	taciturnity	n	train	NA	NA	NA	NA
-ity	diverse	j	diversity	n	train	NA	NA	NA	NA
-ity	reciprocal	j	reciprocity	n	train	NA	NA	NA	NA
-ity	desirable	j	desirability	n	train	NA	NA	NA	NA
-ity	sublime	j	sublimity	n	train	NA	NA	NA	NA
-ity	irregular	j	irregularity	n	train	NA	NA	NA	NA
-ity	intrepid	j	intrepidity	n	train	NA	NA	NA	NA
-ity	vulgar	j	vulgarity	n	train	NA	NA	NA	NA
-ity	compressible	j	compressibility	n	train	NA	NA	NA	NA
-ity	pompous	j	pomposity	n	train	NA	NA	NA	NA
-ity	invulnerable	j	invulnerability	n	train	NA	NA	NA	NA
-ity	generous	j	generosity	n	train	NA	NA	NA	NA
-ity	active	j	activity	n	train	NA	NA	NA	NA
-ity	extreme	j	extremity	n	train	NA	NA	NA	NA
-ity	productive	j	productivity	n	train	NA	NA	NA	NA
-ity	legible	j	legibility	n	train	NA	NA	NA	NA
-ity	regular	j	regularity	n	train	NA	NA	NA	NA
-ity	egocentric	j	egocentricity	n	train	NA	NA	NA	NA
-ity	angular	j	angularity	n	train	NA	NA	NA	NA
-ity	humid	j	humidity	n	train	NA	NA	NA	NA
-ity	volatile	j	volatility	n	train	NA	NA	NA	NA
-ity	amiable	j	amiability	n	train	NA	NA	NA	NA
-ity	passive	j	passivity	n	train	NA	NA	NA	NA
-ity	inscrutable	j	inscrutability	n	train	NA	NA	NA	NA
-ity	rational	j	rationality	n	train	NA	NA	NA	NA
-ity	prodigal	j	prodigality	n	train	NA	NA	NA	NA
-ity	perpetual	j	perpetuity	n	train	NA	NA	NA	NA
-ity	intense	j	intensity	n	train	NA	NA	NA	NA
-ity	whimsical	j	whimsicality	n	train	NA	NA	NA	NA
-ity	ambiguous	j	ambiguity	n	train	NA	NA	NA	NA
-ity	insane	j	insanity	n	train	NA	NA	NA	NA
-ity	invincible	j	invincibility	n	train	NA	NA	NA	NA
-ity	liable	j	liability	n	train	NA	NA	NA	NA
-ity	callous	j	callosity	n	train	NA	NA	NA	NA
-ity	familiar	j	familiarity	n	train	NA	NA	NA	NA
-ity	lay	j	laity	n	train	NA	NA	NA	NA
-ity	arid	j	aridity	n	train	NA	NA	NA	NA
-ity	verbose	j	verbosity	n	train	NA	NA	NA	NA
-ity	ductile	j	ductility	n	train	NA	NA	NA	NA
-ity	immature	j	immaturity	n	train	NA	NA	NA	NA
-ity	special	j	speciality	n	train	NA	NA	NA	NA
-ity	unanimous	j	unanimity	n	train	NA	NA	NA	NA
-ity	moral	j	morality	n	train	NA	NA	NA	NA
-ity	insincere	j	insincerity	n	train	NA	NA	NA	NA
-ity	real	j	reality	n	train	NA	NA	NA	NA
-ity	suitable	j	suitability	n	train	NA	NA	NA	NA
-ity	lucid	j	lucidity	n	train	NA	NA	NA	NA
-ity	servile	j	servility	n	train	NA	NA	NA	NA
-ity	impetuous	j	impetuosity	n	train	NA	NA	NA	NA
-ity	tonal	j	tonality	n	train	NA	NA	NA	NA
-ity	nebulous	j	nebulosity	n	train	NA	NA	NA	NA
-ity	asexual	j	asexuality	n	train	NA	NA	NA	NA
-ity	causal	j	causality	n	train	NA	NA	NA	NA
-ity	local	j	locality	n	train	NA	NA	NA	NA
-ity	neutral	j	neutrality	n	train	NA	NA	NA	NA
-ity	impractical	j	impracticality	n	train	NA	NA	NA	NA
-ity	scarce	j	scarcity	n	train	NA	NA	NA	NA
-ity	saline	j	salinity	n	train	NA	NA	NA	NA
-ity	rustic	j	rusticity	n	train	NA	NA	NA	NA
-ity	convex	j	convexity	n	train	NA	NA	NA	NA
-ity	admissible	j	admissibility	n	train	NA	NA	NA	NA
-ity	infelicitous	j	infelicity	n	train	NA	NA	NA	NA
-ity	authentic	j	authenticity	n	train	NA	NA	NA	NA
-ity	creative	j	creativity	n	train	NA	NA	NA	NA
-ity	inflexible	j	inflexibility	n	train	NA	NA	NA	NA
-ity	communal	j	community	n	train	NA	NA	NA	NA
-ity	cordial	j	cordiality	n	train	NA	NA	NA	NA
-ity	gullible	j	gullibility	n	train	NA	NA	NA	NA
-ity	homosexual	j	homosexuality	n	train	NA	NA	NA	NA
-ity	marketable	j	marketability	n	train	NA	NA	NA	NA
-ity	pugnacious	j	pugnacity	n	train	NA	NA	NA	NA
-ity	navigable	j	navigability	n	train	NA	NA	NA	NA
-ity	jovial	j	joviality	n	train	NA	NA	NA	NA
-ity	simultaneous	j	simultaneity	n	train	NA	NA	NA	NA
-ity	virgin	j	virginity	n	train	NA	NA	NA	NA
-ity	particular	j	particularity	n	train	NA	NA	NA	NA
-ity	advisable	j	advisability	n	train	NA	NA	NA	NA
-ity	importunate	j	importunity	n	train	NA	NA	NA	NA
-ity	timid	j	timidity	n	train	NA	NA	NA	NA
-ity	odd	j	oddity	n	train	NA	NA	NA	NA
-ity	ineligible	j	ineligibility	n	train	NA	NA	NA	NA
-ity	inseparable	j	inseparability	n	train	NA	NA	NA	NA
-ity	heterogeneous	j	heterogeneity	n	train	NA	NA	NA	NA
-ity	mortal	j	mortality	n	train	NA	NA	NA	NA
-ity	captive	j	captivity	n	train	NA	NA	NA	NA
-ity	antique	j	antiquity	n	train	NA	NA	NA	NA
-ity	obscure	j	obscurity	n	train	NA	NA	NA	NA
-ity	future	j	futurity	n	train	NA	NA	NA	NA
-ity	irresponsible	j	irresponsibility	n	train	NA	NA	NA	NA
-ity	par	j	parity	n	train	NA	NA	NA	NA
-ity	hostile	j	hostility	n	train	NA	NA	NA	NA
-ity	portable	j	portability	n	train	NA	NA	NA	NA
-ity	personal	j	personality	n	train	NA	NA	NA	NA
-ity	serviceable	j	serviceability	n	train	NA	NA	NA	NA
-ity	formal	j	formality	n	train	NA	NA	NA	NA
-ity	sociable	j	sociability	n	train	NA	NA	NA	NA
-ity	dissimilar	j	dissimilarity	n	train	NA	NA	NA	NA
-ity	rapid	j	rapidity	n	train	NA	NA	NA	NA
-ity	impure	j	impurity	n	train	NA	NA	NA	NA
-ity	rateable	j	rateability	n	train	NA	NA	NA	NA
-ity	placid	j	placidity	n	train	NA	NA	NA	NA
-ity	continuous	j	continuity	n	train	NA	NA	NA	NA
-ity	hypersensitive	j	hypersensitivity	n	train	NA	NA	NA	NA
-ity	plastic	j	plasticity	n	train	NA	NA	NA	NA
-ity	artificial	j	artificiality	n	train	NA	NA	NA	NA
-ity	transferable	j	transferability	n	train	NA	NA	NA	NA
-ity	inevitable	j	inevitability	n	train	NA	NA	NA	NA
-ity	reversible	j	reversibility	n	train	NA	NA	NA	NA
-ity	abnormal	j	abnormality	n	train	NA	NA	NA	NA
-ity	inadmissible	j	inadmissibility	n	train	NA	NA	NA	NA
-ity	absurd	j	absurdity	n	train	NA	NA	NA	NA
-ity	vain	j	vanity	n	train	NA	NA	NA	NA
-ity	undesirable	j	undesirability	n	train	NA	NA	NA	NA
-ity	human	j	humanity	n	train	NA	NA	NA	NA
-ity	tractable	j	tractability	n	train	NA	NA	NA	NA
-ity	prolix	j	prolixity	n	train	NA	NA	NA	NA
-ity	indestructible	j	indestructibility	n	train	NA	NA	NA	NA
-ity	subjective	j	subjectivity	n	train	NA	NA	NA	NA
-ity	eventual	j	eventuality	n	train	NA	NA	NA	NA
-ity	actual	j	actuality	n	train	NA	NA	NA	NA
-ity	edible	j	edibility	n	train	NA	NA	NA	NA
-ity	solid	j	solidity	n	train	NA	NA	NA	NA
-ity	grave	j	gravity	n	train	NA	NA	NA	NA
-ity	adaptable	j	adaptability	n	train	NA	NA	NA	NA
-ity	incorruptible	j	incorruptibility	n	train	NA	NA	NA	NA
-ity	perspicuous	j	perspicuity	n	train	NA	NA	NA	NA
-ity	mediocre	j	mediocrity	n	train	NA	NA	NA	NA
-ity	rapacious	j	rapacity	n	train	NA	NA	NA	NA
-ity	tranquil	j	tranquillity	n	train	NA	NA	NA	NA
-ity	brief	j	brevity	n	train	NA	NA	NA	NA
-ity	homogeneous	j	homogeneity	n	train	NA	NA	NA	NA
-ity	stable	j	stability	n	train	NA	NA	NA	NA
-ity	national	j	nationality	n	train	NA	NA	NA	NA
-ity	sterile	j	sterility	n	train	NA	NA	NA	NA
-ity	inactive	j	inactivity	n	train	NA	NA	NA	NA
-ity	clear	j	clarity	n	train	NA	NA	NA	NA
-ity	facile	j	facility	n	train	NA	NA	NA	NA
-ity	valid	j	validity	n	train	NA	NA	NA	NA
-ity	plural	j	plurality	n	train	NA	NA	NA	NA
-ity	readable	j	readability	n	train	NA	NA	NA	NA
-ity	vivacious	j	vivacity	n	train	NA	NA	NA	NA
-ity	native	j	nativity	n	train	NA	NA	NA	NA
-ity	noble	j	nobility	n	train	NA	NA	NA	NA
-ity	possible	j	possibility	n	train	NA	NA	NA	NA
-ity	dense	j	density	n	train	NA	NA	NA	NA
-ity	sensible	j	sensibility	n	train	NA	NA	NA	NA
-ity	inapplicable	j	inapplicability	n	train	NA	NA	NA	NA
-ity	atrocious	j	atrocity	n	train	NA	NA	NA	NA
-ity	probable	j	probability	n	train	NA	NA	NA	NA
-ity	voluble	j	volubility	n	train	NA	NA	NA	NA
-ity	comprehensible	j	comprehensibility	n	train	NA	NA	NA	NA
-ity	irrational	j	irrationality	n	train	NA	NA	NA	NA
-ity	pertinacious	j	pertinacity	n	train	NA	NA	NA	NA
-ity	flexible	j	flexibility	n	train	NA	NA	NA	NA
-ity	sincere	j	sincerity	n	train	NA	NA	NA	NA
-ity	instrumental	j	instrumentality	n	train	NA	NA	NA	NA
-ity	immutable	j	immutability	n	train	NA	NA	NA	NA
-ity	concave	j	concavity	n	train	NA	NA	NA	NA
-ity	lax	j	laxity	n	train	NA	NA	NA	NA
